creditLimit,amount,isCardPresent,merchantCategoryCode,transactionType,geoLocation,timeOfDay,isForeignTransaction,paymentDueInDays,lastPaymentAmount,isFlaggedFraud,availableCredit,isFraud
11433,722,True,Clothing,Purchase,"Delhi, IN",00:02,0,38,5492,0,10711,0
16525,1563,False,Travel,Purchase,"London, UK",15:52,0,29,2684,0,14962,0
1089,640,False,Restaurants,Purchase,"London, UK",03:26,0,50,7015,0,449,0
19093,4261,True,Groceries,Bill Payment,"Los Angeles, US",20:39,0,41,5272,0,14832,0
11361,4311,False,Travel,Purchase,"London, UK",02:48,0,19,2773,0,7050,1
17369,3788,False,Clothing,Bill Payment,"Chicago, US",00:27,0,24,5772,1,13581,1
4041,3737,False,Travel,Cash Advance,"New York, US",20:08,0,10,1321,0,304,1
1105,90,False,Travel,Cash Advance,"Los Angeles, US",00:29,0,25,3214,0,1015,0
10078,2922,True,Fuel,Purchase,"Delhi, IN",09:01,0,51,8460,0,7156,0
19279,1252,False,Clothing,Cash Advance,"London, UK",09:16,0,20,2378,0,18027,0
7090,1103,True,Fuel,Cash Advance,"Los Angeles, US",23:46,0,53,5291,0,5987,0
7082,4704,True,Clothing,Cash Advance,"Los Angeles, US",13:18,0,54,9677,0,2378,0
18018,349,True,Fuel,Purchase,"Los Angeles, US",05:06,0,4,7091,0,17669,0
2925,3914,True,Fuel,Cash Advance,"London, UK",09:27,0,6,4386,0,0,0
19440,4053,False,Restaurants,Purchase,"Delhi, IN",22:51,0,11,9006,0,15387,1
7917,2942,False,Travel,Bill Payment,"Los Angeles, US",08:11,0,1,4330,0,4975,0
1552,246,True,Pharmacy,Bill Payment,"Los Angeles, US",21:30,0,38,4182,0,1306,0
4911,272,False,Restaurants,Purchase,"Los Angeles, US",01:21,0,20,5452,0,4639,0
4389,2031,False,Pharmacy,Purchase,"Berlin, DE",20:16,0,57,709,0,2358,0
14629,4499,True,Fuel,Cash Advance,"London, UK",22:19,0,31,732,0,10130,0
3430,3188,True,Restaurants,Bill Payment,"Berlin, DE",09:54,0,4,1824,0,242,0
1458,3507,True,Utilities,Cash Advance,"Chicago, US",05:25,0,26,7169,0,0,0
14395,1466,False,Utilities,Bill Payment,"Delhi, IN",19:25,0,30,4512,0,12929,0
1207,1196,True,Travel,Cash Advance,"Los Angeles, US",05:34,0,53,3642,0,11,0
1899,3088,True,Travel,Cash Advance,"Berlin, DE",17:18,0,11,5882,0,0,0
12653,3009,False,Fuel,Bill Payment,"Los Angeles, US",05:44,0,56,3096,0,9644,1
17405,3824,False,Travel,Cash Advance,"Berlin, DE",19:50,0,35,3314,0,13581,1
9601,1615,False,Restaurants,Bill Payment,"Los Angeles, US",19:14,0,20,7594,0,7986,0
1894,1127,False,Electronics,Purchase,"London, UK",03:40,0,52,8643,0,767,0
1514,4380,False,Travel,Cash Advance,"Chicago, US",23:05,0,18,1101,0,0,1
5109,517,False,Restaurants,Bill Payment,"Los Angeles, US",10:56,0,2,2768,0,4592,0
14258,2666,False,Utilities,Bill Payment,"Berlin, DE",08:05,0,59,2152,0,11592,0
16313,1302,False,Utilities,Cash Advance,"Los Angeles, US",15:59,0,16,2441,0,15011,0
16349,612,True,Restaurants,Bill Payment,"London, UK",06:51,1,29,1138,0,15737,0
8179,750,False,Pharmacy,Cash Advance,"Delhi, IN",09:06,0,35,9877,0,7429,0
11326,1857,True,Utilities,Cash Advance,"Delhi, IN",06:44,0,8,8789,0,9469,0
12787,400,False,Restaurants,Purchase,"Chicago, US",16:08,0,33,4143,0,12387,0
2560,1527,False,Pharmacy,Purchase,"Delhi, IN",12:34,0,28,5694,0,1033,0
14612,2025,True,Travel,Purchase,"Los Angeles, US",11:37,0,9,8982,0,12587,0
18650,320,False,Electronics,Cash Advance,"London, UK",22:04,0,51,2273,0,18330,0
5780,336,True,Fuel,Cash Advance,"Los Angeles, US",21:46,0,56,3151,1,5444,1
19311,2099,False,Fuel,Bill Payment,"Los Angeles, US",11:28,0,8,9115,0,17212,0
12894,174,True,Travel,Purchase,"Chicago, US",21:15,0,39,9421,0,12720,0
3356,4020,True,Travel,Purchase,"Delhi, IN",06:19,0,49,4723,0,0,0
5790,1642,False,Utilities,Bill Payment,"Delhi, IN",15:37,0,10,9192,1,4148,1
17690,501,True,Groceries,Purchase,"Delhi, IN",03:39,0,18,7566,0,17189,0
11181,3647,True,Clothing,Purchase,"Berlin, DE",01:06,1,21,9432,0,7534,1
8057,2364,False,Pharmacy,Purchase,"Los Angeles, US",15:02,0,49,8647,0,5693,0
17082,1857,False,Electronics,Bill Payment,"London, UK",16:54,0,50,4094,0,15225,0
1661,3153,True,Restaurants,Purchase,"London, UK",12:20,0,48,1766,0,0,0
5644,1897,False,Clothing,Cash Advance,"Los Angeles, US",18:59,0,51,9714,0,3747,0
16711,1719,True,Restaurants,Purchase,"New York, US",22:51,0,58,8106,0,14992,0
3920,1779,True,Clothing,Cash Advance,"Los Angeles, US",07:30,0,21,9522,0,2141,0
17002,4793,True,Fuel,Purchase,"Berlin, DE",18:55,1,48,2809,0,12209,1
15025,3058,False,Clothing,Cash Advance,"Delhi, IN",13:42,0,46,9312,0,11967,1
9946,4828,False,Travel,Purchase,"Los Angeles, US",06:21,0,59,8843,0,5118,1
13732,2714,True,Electronics,Cash Advance,"Berlin, DE",18:04,0,15,5212,0,11018,0
7236,3829,True,Fuel,Cash Advance,"New York, US",18:34,0,16,4747,0,3407,0
17309,4748,True,Utilities,Purchase,"Los Angeles, US",06:20,0,39,9244,0,12561,0
14518,1095,False,Clothing,Bill Payment,"Delhi, IN",17:01,0,54,9064,0,13423,0
1352,46,True,Electronics,Purchase,"Chicago, US",23:05,0,6,9276,0,1306,0
8005,1446,False,Travel,Bill Payment,"London, UK",13:44,0,54,6803,0,6559,0
15036,2197,True,Utilities,Bill Payment,"New York, US",11:50,0,52,4065,0,12839,0
17542,3202,True,Restaurants,Bill Payment,"Chicago, US",15:33,1,30,5933,0,14340,1
1956,456,True,Utilities,Bill Payment,"London, UK",19:16,0,3,2806,0,1500,0
3071,1663,True,Pharmacy,Bill Payment,"Chicago, US",02:26,0,28,9885,0,1408,0
9595,2925,False,Pharmacy,Bill Payment,"Los Angeles, US",13:21,0,6,5298,0,6670,0
16140,966,False,Groceries,Purchase,"Los Angeles, US",01:26,0,42,1472,0,15174,0
13803,4965,False,Electronics,Cash Advance,"London, UK",21:52,0,29,3739,0,8838,1
4453,1529,False,Pharmacy,Cash Advance,"London, UK",11:33,0,2,3378,0,2924,0
7675,2977,False,Restaurants,Purchase,"Los Angeles, US",17:16,0,24,5115,0,4698,0
1955,3072,True,Electronics,Purchase,"Los Angeles, US",09:40,0,33,9479,0,0,0
7295,4870,False,Electronics,Purchase,"Berlin, DE",14:19,0,32,9766,0,2425,1
16921,2522,False,Electronics,Bill Payment,"London, UK",03:44,0,30,9403,0,14399,0
19096,1127,False,Travel,Bill Payment,"London, UK",08:26,0,23,1618,0,17969,0
16282,3405,False,Pharmacy,Cash Advance,"Berlin, DE",23:33,0,37,8847,0,12877,1
5703,4493,True,Fuel,Purchase,"London, UK",06:23,0,45,394,0,1210,0
7563,2344,True,Electronics,Cash Advance,"Delhi, IN",00:38,0,3,471,0,5219,0
13003,107,True,Travel,Cash Advance,"Berlin, DE",22:02,0,47,9909,0,12896,0
11817,2578,False,Groceries,Bill Payment,"Delhi, IN",08:26,0,9,7179,0,9239,0
12171,3155,True,Pharmacy,Bill Payment,"Los Angeles, US",21:41,0,24,3363,0,9016,0
13582,4384,True,Fuel,Cash Advance,"Delhi, IN",10:26,0,36,4152,0,9198,0
13201,4054,False,Travel,Bill Payment,"New York, US",05:57,1,42,8655,0,9147,1
18778,4802,False,Utilities,Bill Payment,"Los Angeles, US",05:08,0,0,9153,0,13976,1
13473,215,False,Groceries,Bill Payment,"New York, US",07:50,0,16,601,0,13258,0
10461,4440,True,Utilities,Cash Advance,"Chicago, US",22:54,0,45,4611,0,6021,0
16596,4290,False,Fuel,Cash Advance,"New York, US",14:32,0,6,2780,0,12306,1
1529,4254,True,Travel,Cash Advance,"Chicago, US",12:58,0,13,6799,0,0,0
13765,465,True,Groceries,Purchase,"New York, US",19:00,0,0,21,0,13300,0
14910,2373,True,Travel,Cash Advance,"Chicago, US",13:56,0,5,7274,0,12537,0
12561,592,True,Groceries,Bill Payment,"Chicago, US",20:37,0,38,2473,0,11969,0
10131,2189,True,Electronics,Cash Advance,"Los Angeles, US",13:27,0,42,7406,0,7942,0
1525,884,False,Electronics,Purchase,"London, UK",20:08,1,9,8230,0,641,0
17385,4159,True,Pharmacy,Bill Payment,"London, UK",10:02,0,20,3828,1,13226,1
1374,304,True,Fuel,Cash Advance,"Los Angeles, US",00:39,0,2,7829,0,1070,0
13197,4492,True,Groceries,Cash Advance,"Chicago, US",02:02,0,18,8221,0,8705,0
5648,334,True,Electronics,Bill Payment,"London, UK",05:33,0,27,7581,1,5314,1
3365,2834,True,Fuel,Cash Advance,"London, UK",15:53,0,1,2208,1,531,1
18909,4507,False,Restaurants,Purchase,"New York, US",06:50,1,26,615,0,14402,1
2646,2332,True,Electronics,Bill Payment,"Delhi, IN",21:48,0,43,5789,0,314,0
1013,4562,True,Electronics,Cash Advance,"Los Angeles, US",07:34,0,31,6041,0,0,0
5599,80,True,Clothing,Bill Payment,"Delhi, IN",17:41,0,11,2181,0,5519,0
3278,3764,True,Travel,Cash Advance,"Chicago, US",09:28,0,0,2613,0,0,0
15296,2832,False,Restaurants,Cash Advance,"New York, US",10:43,0,45,4023,0,12464,0
4155,1978,True,Groceries,Bill Payment,"London, UK",08:29,0,42,9858,0,2177,0
9321,733,True,Fuel,Cash Advance,"Berlin, DE",11:24,0,39,7992,0,8588,0
4814,3977,True,Restaurants,Cash Advance,"New York, US",03:24,0,28,79,0,837,0
14125,1818,True,Groceries,Bill Payment,"Los Angeles, US",04:23,0,8,7130,0,12307,0
4216,1385,False,Electronics,Cash Advance,"Chicago, US",00:20,0,17,5239,1,2831,1
3113,2125,False,Utilities,Cash Advance,"New York, US",15:03,0,44,1157,0,988,0
11238,1199,False,Clothing,Bill Payment,"New York, US",22:42,0,35,9932,0,10039,0
14760,2293,True,Pharmacy,Purchase,"New York, US",11:04,0,15,446,0,12467,0
13588,4218,False,Utilities,Purchase,"London, UK",17:29,0,34,9243,0,9370,1
4374,185,False,Pharmacy,Purchase,"Chicago, US",06:06,0,35,5420,0,4189,0
7430,4128,False,Fuel,Purchase,"London, UK",14:05,0,3,9785,0,3302,1
12970,998,False,Fuel,Purchase,"New York, US",22:44,0,39,978,0,11972,0
1629,1987,False,Restaurants,Purchase,"London, UK",17:46,0,42,28,0,0,0
17653,2810,True,Pharmacy,Bill Payment,"London, UK",18:43,1,34,2424,0,14843,1
11831,4665,False,Travel,Bill Payment,"Los Angeles, US",20:32,0,18,1973,0,7166,1
6724,2358,False,Groceries,Bill Payment,"Delhi, IN",06:16,0,59,32,0,4366,0
12083,1680,False,Pharmacy,Cash Advance,"Delhi, IN",23:30,1,5,7621,0,10403,1
14149,4926,True,Clothing,Purchase,"Los Angeles, US",05:22,0,30,5055,0,9223,0
10472,3040,True,Pharmacy,Purchase,"Los Angeles, US",00:57,0,26,8811,0,7432,0
7276,4887,False,Pharmacy,Bill Payment,"Berlin, DE",00:05,0,2,2947,0,2389,1
16635,2512,True,Clothing,Cash Advance,"London, UK",05:37,0,52,7668,0,14123,0
6895,3528,True,Utilities,Cash Advance,"Berlin, DE",04:18,0,35,9487,0,3367,0
14994,3027,False,Restaurants,Bill Payment,"London, UK",15:11,0,58,2548,0,11967,1
11552,2746,True,Pharmacy,Purchase,"Chicago, US",19:12,0,35,9090,0,8806,0
17959,4174,False,Travel,Cash Advance,"Delhi, IN",00:44,1,1,4798,0,13785,1
7099,2582,False,Travel,Purchase,"London, UK",01:30,0,47,3664,0,4517,0
10499,4204,False,Travel,Cash Advance,"Chicago, US",09:05,0,56,1941,0,6295,1
4178,2812,True,Fuel,Purchase,"Berlin, DE",00:19,0,36,3217,0,1366,0
7116,4091,False,Groceries,Cash Advance,"Delhi, IN",09:51,0,14,6712,0,3025,1
16563,370,False,Groceries,Purchase,"Chicago, US",10:02,1,36,6427,0,16193,0
4568,3744,True,Utilities,Purchase,"Chicago, US",09:17,0,22,5014,0,824,0
10847,2005,False,Pharmacy,Purchase,"Los Angeles, US",03:17,0,43,6279,0,8842,0
15135,1704,True,Restaurants,Bill Payment,"New York, US",14:01,0,50,3243,1,13431,1
19587,3325,True,Electronics,Purchase,"New York, US",18:43,0,46,4984,0,16262,0
18774,441,False,Restaurants,Purchase,"New York, US",20:29,0,59,9774,0,18333,0
2742,3258,True,Pharmacy,Cash Advance,"Chicago, US",14:13,0,5,7177,0,0,0
19309,2907,False,Groceries,Cash Advance,"London, UK",04:34,0,32,2344,0,16402,0
1619,227,True,Pharmacy,Bill Payment,"Berlin, DE",17:12,0,4,2754,0,1392,0
18658,2402,True,Utilities,Cash Advance,"New York, US",21:38,0,20,4094,0,16256,0
18340,4719,True,Fuel,Purchase,"London, UK",22:03,0,56,329,0,13621,0
2939,1025,True,Pharmacy,Bill Payment,"Delhi, IN",08:42,0,27,6591,0,1914,0
17001,3492,False,Restaurants,Bill Payment,"Berlin, DE",11:21,1,20,8206,0,13509,1
1968,4257,False,Utilities,Bill Payment,"Berlin, DE",10:48,1,23,2263,0,0,1
15846,871,True,Electronics,Purchase,"New York, US",14:13,0,50,9916,0,14975,0
1281,3200,False,Clothing,Purchase,"Chicago, US",16:08,0,27,5372,0,0,1
16360,1746,False,Restaurants,Cash Advance,"Los Angeles, US",16:26,0,10,4425,0,14614,0
7262,444,False,Pharmacy,Cash Advance,"Chicago, US",16:23,0,21,2611,0,6818,0
2058,4559,False,Utilities,Cash Advance,"Berlin, DE",21:15,0,45,5549,0,0,1
11724,473,False,Travel,Bill Payment,"London, UK",16:31,0,45,1082,1,11251,1
6178,80,False,Electronics,Purchase,"Delhi, IN",08:05,0,33,6319,0,6098,0
7980,240,False,Travel,Cash Advance,"Berlin, DE",16:16,0,56,3889,0,7740,0
10200,4653,True,Fuel,Purchase,"Chicago, US",02:22,0,53,3419,0,5547,0
2229,590,False,Groceries,Bill Payment,"Berlin, DE",07:15,0,36,4456,0,1639,0
9467,1361,True,Restaurants,Purchase,"Los Angeles, US",00:33,0,40,1789,0,8106,0
3289,1885,True,Utilities,Purchase,"Los Angeles, US",05:28,0,16,7233,0,1404,0
2239,2317,True,Restaurants,Bill Payment,"Delhi, IN",04:31,0,50,6056,0,0,0
6370,4431,False,Travel,Cash Advance,"New York, US",09:02,0,14,2617,0,1939,1
17170,312,False,Travel,Purchase,"Chicago, US",08:04,0,28,8830,0,16858,0
1125,1077,True,Groceries,Purchase,"Berlin, DE",20:35,0,33,2563,0,48,0
13504,34,True,Utilities,Bill Payment,"Chicago, US",15:31,0,40,2480,0,13470,0
16398,1842,False,Restaurants,Purchase,"Los Angeles, US",09:34,0,42,5151,0,14556,0
7638,4482,False,Utilities,Purchase,"London, UK",12:18,0,21,5806,0,3156,1
7570,249,False,Groceries,Purchase,"Chicago, US",15:05,0,26,1597,0,7321,0
4249,1135,True,Travel,Bill Payment,"Los Angeles, US",01:04,0,37,2273,0,3114,0
10110,4890,True,Pharmacy,Purchase,"London, UK",02:38,1,14,6287,0,5220,1
8595,4948,False,Clothing,Bill Payment,"New York, US",06:28,0,20,9667,0,3647,1
14605,376,False,Utilities,Cash Advance,"New York, US",13:24,0,51,6161,0,14229,0
13115,724,True,Travel,Purchase,"Los Angeles, US",11:34,0,3,2779,0,12391,0
7294,1914,False,Electronics,Bill Payment,"Los Angeles, US",22:00,0,46,6889,0,5380,0
6757,4298,False,Travel,Bill Payment,"New York, US",21:57,0,17,5509,0,2459,1
13595,2493,True,Travel,Purchase,"Los Angeles, US",20:49,0,6,746,0,11102,0
2969,1943,True,Utilities,Bill Payment,"Delhi, IN",23:16,0,15,2409,0,1026,0
11985,4005,True,Clothing,Cash Advance,"Chicago, US",10:44,0,53,6078,0,7980,0
18275,2345,True,Groceries,Cash Advance,"Delhi, IN",06:53,0,34,4944,0,15930,0
5470,1332,False,Electronics,Cash Advance,"London, UK",17:19,0,11,6243,0,4138,0
11225,4589,True,Electronics,Cash Advance,"Los Angeles, US",04:19,0,6,4351,0,6636,0
10556,338,False,Restaurants,Bill Payment,"Los Angeles, US",05:58,0,40,5434,0,10218,0
10206,1866,False,Clothing,Bill Payment,"London, UK",19:57,0,9,9054,0,8340,0
10991,3138,False,Pharmacy,Cash Advance,"Chicago, US",02:12,0,0,161,0,7853,1
8519,792,True,Fuel,Cash Advance,"New York, US",18:06,1,11,4012,0,7727,0
14669,3612,True,Restaurants,Cash Advance,"Delhi, IN",07:27,0,26,5760,0,11057,0
5612,3701,False,Restaurants,Cash Advance,"Chicago, US",09:18,0,27,7932,0,1911,1
13373,1517,False,Pharmacy,Cash Advance,"New York, US",21:34,0,57,3214,0,11856,0
18582,3954,True,Restaurants,Bill Payment,"New York, US",03:50,0,55,6366,0,14628,0
16552,3909,False,Electronics,Cash Advance,"Los Angeles, US",16:10,0,17,6450,0,12643,1
15646,2674,False,Groceries,Cash Advance,"London, UK",05:08,0,0,9825,0,12972,0
6238,2123,False,Utilities,Purchase,"Berlin, DE",20:12,0,56,570,0,4115,0
16577,3786,False,Pharmacy,Bill Payment,"Los Angeles, US",17:04,0,49,6288,0,12791,1
16504,59,False,Travel,Cash Advance,"Berlin, DE",17:34,1,22,3895,0,16445,0
4719,2434,False,Electronics,Bill Payment,"London, UK",15:38,0,38,6800,0,2285,0
1302,2063,False,Travel,Purchase,"Los Angeles, US",09:15,0,16,8977,0,0,0
13144,1255,False,Pharmacy,Purchase,"Delhi, IN",11:18,0,44,822,0,11889,0
18370,3689,True,Travel,Cash Advance,"Los Angeles, US",16:19,1,41,6626,0,14681,1
11055,3749,True,Fuel,Cash Advance,"Delhi, IN",18:13,0,45,9774,0,7306,0
5440,4131,False,Utilities,Cash Advance,"Berlin, DE",19:24,0,0,8624,0,1309,1
4072,4258,False,Restaurants,Cash Advance,"Chicago, US",12:19,0,54,7062,0,0,1
14598,3030,True,Fuel,Purchase,"Chicago, US",01:30,0,37,4372,0,11568,0
15287,2847,True,Restaurants,Bill Payment,"Berlin, DE",14:34,0,3,3740,0,12440,0
14965,4991,True,Electronics,Cash Advance,"Berlin, DE",07:05,1,50,2733,0,9974,1
10519,471,False,Travel,Bill Payment,"Los Angeles, US",15:56,0,14,6243,0,10048,0
14380,4036,True,Fuel,Cash Advance,"Chicago, US",15:06,0,20,5172,0,10344,0
12865,2900,True,Pharmacy,Cash Advance,"New York, US",22:55,0,20,8838,0,9965,0
9125,1447,False,Pharmacy,Purchase,"Delhi, IN",22:41,1,58,9501,0,7678,1
4291,4444,True,Clothing,Cash Advance,"Berlin, DE",15:08,0,50,1884,0,0,0
5033,4790,False,Electronics,Cash Advance,"London, UK",12:19,0,21,4672,0,243,1
6105,913,True,Electronics,Cash Advance,"Delhi, IN",15:00,0,43,5140,0,5192,0
18087,4243,True,Pharmacy,Purchase,"Los Angeles, US",08:53,0,13,7467,0,13844,0
9133,1712,True,Clothing,Bill Payment,"Chicago, US",23:58,0,34,6502,0,7421,0
17958,675,True,Restaurants,Purchase,"Chicago, US",22:44,0,3,7927,0,17283,0
6704,1440,True,Travel,Cash Advance,"New York, US",10:28,0,34,8334,0,5264,0
8848,2735,False,Restaurants,Cash Advance,"Chicago, US",02:38,0,31,4705,0,6113,0
13975,3631,False,Restaurants,Cash Advance,"Los Angeles, US",22:37,0,27,7169,0,10344,1
7924,686,True,Electronics,Bill Payment,"Los Angeles, US",21:24,0,11,642,0,7238,0
1488,1127,False,Pharmacy,Bill Payment,"London, UK",15:32,0,53,7855,0,361,0
8114,4217,True,Restaurants,Cash Advance,"Delhi, IN",11:28,0,29,2499,0,3897,0
16740,2467,True,Groceries,Cash Advance,"Delhi, IN",22:54,0,8,4142,0,14273,0
4173,2398,True,Clothing,Bill Payment,"Delhi, IN",12:05,0,18,8618,1,1775,1
2667,4138,True,Utilities,Purchase,"London, UK",22:58,0,15,867,0,0,0
5114,3439,True,Clothing,Purchase,"London, UK",03:53,0,29,1562,0,1675,0
4553,4125,False,Travel,Bill Payment,"London, UK",10:30,0,0,2947,0,428,1
8761,966,False,Clothing,Bill Payment,"New York, US",02:47,0,45,2739,0,7795,0
2000,920,False,Pharmacy,Cash Advance,"London, UK",08:50,0,44,5036,0,1080,0
16638,4914,False,Restaurants,Bill Payment,"Chicago, US",05:44,0,22,6631,0,11724,1
18772,2873,True,Restaurants,Bill Payment,"Berlin, DE",01:07,1,11,9778,0,15899,1
6450,1509,False,Fuel,Cash Advance,"New York, US",21:47,0,4,4767,0,4941,0
4712,1213,True,Travel,Bill Payment,"Chicago, US",03:10,0,19,528,0,3499,0
2367,872,True,Travel,Cash Advance,"Delhi, IN",11:52,0,2,3350,0,1495,0
9189,4391,False,Clothing,Purchase,"Los Angeles, US",01:19,0,54,9611,0,4798,1
10013,3255,False,Restaurants,Purchase,"Delhi, IN",15:54,0,1,4661,0,6758,1
17838,864,True,Groceries,Purchase,"London, UK",12:24,0,42,8716,0,16974,0
4726,3954,True,Pharmacy,Cash Advance,"Los Angeles, US",18:33,0,19,9155,0,772,0
5806,3109,True,Pharmacy,Purchase,"Delhi, IN",01:40,0,1,6901,0,2697,0
3190,3056,False,Fuel,Purchase,"New York, US",13:29,0,47,8641,0,134,1
10108,3995,True,Groceries,Cash Advance,"London, UK",08:53,0,57,8974,0,6113,0
13178,2683,True,Pharmacy,Cash Advance,"Delhi, IN",19:32,0,39,1763,0,10495,0
3875,4691,True,Restaurants,Purchase,"Los Angeles, US",03:21,0,34,9416,0,0,0
6592,614,True,Travel,Purchase,"Chicago, US",06:22,0,52,6807,0,5978,0
18824,1873,False,Travel,Purchase,"Delhi, IN",11:53,1,58,496,0,16951,1
13592,3155,False,Utilities,Bill Payment,"New York, US",12:50,0,3,2886,0,10437,1
9927,4561,True,Pharmacy,Cash Advance,"Los Angeles, US",17:49,0,52,8399,0,5366,0
15437,3374,False,Groceries,Cash Advance,"Delhi, IN",15:32,0,35,5584,0,12063,1
12530,3192,True,Utilities,Cash Advance,"Chicago, US",09:22,0,39,1501,0,9338,0
8010,568,False,Utilities,Cash Advance,"London, UK",00:35,0,5,6197,0,7442,0
12207,4134,False,Electronics,Purchase,"London, UK",16:32,0,13,1779,0,8073,1
3989,245,False,Pharmacy,Cash Advance,"London, UK",10:23,0,14,9605,0,3744,0
13040,21,False,Pharmacy,Bill Payment,"Berlin, DE",22:37,0,48,9080,0,13019,0
10218,394,True,Restaurants,Bill Payment,"Los Angeles, US",17:23,0,36,6358,0,9824,0
7471,3815,True,Travel,Purchase,"Berlin, DE",19:25,0,32,2501,0,3656,0
3863,2056,True,Clothing,Purchase,"Chicago, US",15:36,0,43,4506,0,1807,0
11693,3516,False,Electronics,Cash Advance,"Chicago, US",08:55,0,18,9932,0,8177,1
2177,2376,False,Travel,Purchase,"Delhi, IN",00:17,0,11,3964,0,0,0
5760,1911,True,Clothing,Purchase,"London, UK",03:19,0,42,4027,0,3849,0
1011,290,False,Travel,Purchase,"Los Angeles, US",15:33,0,53,4204,0,721,0
17353,2559,False,Electronics,Bill Payment,"Berlin, DE",06:05,0,8,26,0,14794,0
12556,361,True,Groceries,Cash Advance,"Berlin, DE",01:45,0,18,1439,0,12195,0
12563,1623,False,Restaurants,Purchase,"London, UK",16:48,0,31,1005,0,10940,0
15051,4315,True,Utilities,Cash Advance,"Berlin, DE",19:02,0,27,9504,0,10736,0
12022,4095,False,Electronics,Cash Advance,"London, UK",20:14,0,27,1011,0,7927,1
9234,2454,True,Electronics,Cash Advance,"Delhi, IN",15:19,1,59,9868,0,6780,1
17173,2016,False,Utilities,Bill Payment,"Delhi, IN",07:52,0,30,6493,0,15157,0
14178,2041,False,Pharmacy,Cash Advance,"Delhi, IN",16:33,0,35,6005,0,12137,0
7570,2045,False,Travel,Cash Advance,"New York, US",21:59,0,12,6789,1,5525,1
1406,2801,False,Pharmacy,Purchase,"New York, US",08:46,0,41,8521,0,0,0
10206,2971,False,Clothing,Purchase,"Berlin, DE",23:22,0,32,6051,1,7235,1
5431,832,True,Utilities,Bill Payment,"Los Angeles, US",22:05,0,41,4017,0,4599,0
7542,1794,False,Electronics,Cash Advance,"Los Angeles, US",14:12,0,17,3004,0,5748,0
9906,3693,True,Pharmacy,Bill Payment,"Delhi, IN",01:40,0,28,6226,0,6213,0
5146,1792,True,Restaurants,Cash Advance,"Chicago, US",08:19,0,44,4362,0,3354,0
13046,2842,True,Utilities,Bill Payment,"Los Angeles, US",05:34,0,38,3457,0,10204,0
13611,4691,False,Utilities,Cash Advance,"Berlin, DE",06:57,0,7,5176,0,8920,1
14076,2155,True,Groceries,Purchase,"New York, US",07:36,0,48,6942,0,11921,0
17524,581,False,Clothing,Bill Payment,"Berlin, DE",03:13,0,56,2234,0,16943,0
5882,2854,False,Pharmacy,Purchase,"Berlin, DE",12:29,0,21,7504,0,3028,0
15113,2237,False,Groceries,Cash Advance,"New York, US",14:25,0,0,1870,0,12876,0
14645,4177,True,Pharmacy,Bill Payment,"London, UK",13:21,0,47,5606,0,10468,0
7012,2156,False,Groceries,Purchase,"Delhi, IN",22:07,0,30,9736,0,4856,0
18347,1345,False,Restaurants,Purchase,"Berlin, DE",21:25,0,19,6256,0,17002,0
8151,346,False,Travel,Purchase,"Chicago, US",04:16,0,35,6132,0,7805,0
4610,1887,True,Clothing,Cash Advance,"Delhi, IN",22:42,0,22,3413,0,2723,0
10884,555,True,Clothing,Bill Payment,"New York, US",15:44,0,16,7937,0,10329,0
7894,3771,True,Pharmacy,Purchase,"Chicago, US",11:07,0,44,7630,0,4123,0
14467,4398,True,Utilities,Cash Advance,"Los Angeles, US",01:54,0,9,3781,0,10069,0
17489,200,False,Restaurants,Cash Advance,"London, UK",17:35,0,8,918,0,17289,0
10873,2941,True,Pharmacy,Cash Advance,"Berlin, DE",03:54,0,45,3701,0,7932,0
13289,3491,False,Clothing,Bill Payment,"New York, US",18:56,0,16,8347,0,9798,1
13208,307,True,Electronics,Cash Advance,"London, UK",09:23,0,57,1598,0,12901,0
11828,3076,False,Fuel,Cash Advance,"Berlin, DE",01:32,0,2,9872,0,8752,1
3137,1657,True,Utilities,Bill Payment,"Berlin, DE",12:21,0,32,1046,0,1480,0
2286,2693,True,Fuel,Bill Payment,"Delhi, IN",00:21,0,0,3947,0,0,0
16710,1765,True,Fuel,Cash Advance,"Chicago, US",07:04,0,19,4882,0,14945,0
12371,276,False,Groceries,Cash Advance,"Delhi, IN",06:27,0,1,3482,0,12095,0
16945,3362,False,Pharmacy,Purchase,"London, UK",06:45,1,15,7941,0,13583,1
8052,1402,True,Clothing,Bill Payment,"New York, US",12:48,0,8,227,0,6650,0
4654,4734,True,Pharmacy,Bill Payment,"London, UK",07:21,0,13,5882,0,0,0
19743,1776,True,Utilities,Purchase,"New York, US",05:19,0,0,3152,0,17967,0
16600,3382,True,Restaurants,Cash Advance,"London, UK",00:44,0,34,2635,0,13218,0
9636,4051,True,Clothing,Cash Advance,"Delhi, IN",07:33,0,17,3352,0,5585,0
7441,3461,True,Restaurants,Cash Advance,"London, UK",01:01,0,0,6774,0,3980,0
10667,1881,False,Pharmacy,Cash Advance,"Los Angeles, US",14:27,0,42,2811,0,8786,0
13149,3836,False,Clothing,Purchase,"Delhi, IN",09:17,0,56,8365,1,9313,1
2798,4279,False,Utilities,Bill Payment,"London, UK",10:16,0,4,7526,0,0,1
10600,1845,False,Pharmacy,Bill Payment,"London, UK",09:03,0,10,1398,0,8755,0
6495,3378,False,Utilities,Cash Advance,"Chicago, US",15:07,0,37,7222,0,3117,1
